customer_id,customer_name,email
63,Amina Kamau,amina.kamau63@example.com
64,Harun Muthoni,harun.muthoni64@example.com
65,Naomi Maina,naomi.maina65@example.com
66,Wanjiku Moraa,wanjiku.moraa66@example.com
67,Rose Maina,rose.maina67@example.com
68,Zachary Muthoni,zachary.muthoni68@example.com
69,Irene Omondi,irene.omondi69@example.com
70,David Moraa,david.moraa70@example.com
71,Peter Moraa,peter.moraa71@example.com
72,Amina Wanjala,amina.wanjala72@example.com
73,Kevin Moraa,kevin.moraa73@example.com
74,Wanjiku Muli,wanjiku.muli74@example.com
75,Irene Kiptoo,irene.kiptoo75@example.com
76,Samuel Kariuki,samuel.kariuki76@example.com
77,Terry Njeri,terry.njeri77@example.com
78,Yvonne Achieng,yvonne.achieng78@example.com
79,George Kariuki,george.kariuki79@example.com
80,James Odhiambo,james.odhiambo80@example.com
81,Mary Wambui,mary.wambui81@example.com
82,George Otieno,george.otieno82@example.com
83,Samuel Odhiambo,samuel.odhiambo83@example.com
84,David Muli,david.muli84@example.com
85,Wanjiku Maina,wanjiku.maina85@example.com
86,Victor Njeri,victor.njeri86@example.com
87,David Cheruiyot,david.cheruiyot87@example.com
88,Terry Muthoni,terry.muthoni88@example.com
89,Peter Mugambi,peter.mugambi89@example.com
90,Queenter Otieno,queenter.otieno90@example.com
91,Irene Mwangi,irene.mwangi91@example.com
92,Cynthia Kariuki,cynthia.kariuki92@example.com
93,Lucy Omondi,lucy.omondi93@example.com
94,Esther Otieno,esther.otieno94@example.com
95,Naomi Omondi,naomi.omondi95@example.com
96,Brian Kiptoo,brian.kiptoo96@example.com
97,Harun Cheruiyot,harun.cheruiyot97@example.com
98,Zachary Kariuki,zachary.kariuki98@example.com
99,Victor Kamau,victor.kamau99@example.com
100,Oscar Muli,oscar.muli100@example.com
101,Lucy Mutiso,lucy.mutiso101@example.com
102,Irene Omondi,irene.omondi102@example.com
103,Esther Kiptoo,esther.kiptoo103@example.com
104,Mary Cheruiyot,mary.cheruiyot104@example.com
105,Victor Cheruiyot,victor.cheruiyot105@example.com
106,Rose Odhiambo,rose.odhiambo106@example.com
107,Naomi Wambui,naomi.wambui107@example.com
108,Faith Maina,faith.maina108@example.com
109,Zachary Wambui,zachary.wambui109@example.com
110,Queenter Njeri,queenter.njeri110@example.com
111,Yvonne Wambui,yvonne.wambui111@example.com
112,David Mugambi,david.mugambi112@example.com
113,David Cheruiyot,david.cheruiyot113@example.com
114,Peter Muli,peter.muli114@example.com
115,Brian Wafula,brian.wafula115@example.com
116,Mary Mwangi,mary.mwangi116@example.com
117,David Kariuki,david.kariuki117@example.com
118,Mary Mutiso,mary.mutiso118@example.com
119,Samuel Kiptoo,samuel.kiptoo119@example.com
120,George Moraa,george.moraa120@example.com
121,Zachary Kamau,zachary.kamau121@example.com
122,Harun Wafula,harun.wafula122@example.com
123,Irene Kariuki,irene.kariuki123@example.com
124,Brian Wanjala,brian.wanjala124@example.com
125,Oscar Mutiso,oscar.mutiso125@example.com
126,Cynthia Njoroge,cynthia.njoroge126@example.com
127,Naomi Kariuki,naomi.kariuki127@example.com
128,Amina Muthoni,amina.muthoni128@example.com
129,Zachary Kariuki,zachary.kariuki129@example.com
130,Rose Cheruiyot,rose.cheruiyot130@example.com
131,Irene Njeri,irene.njeri131@example.com
132,Oscar Mwangi,oscar.mwangi132@example.com
133,Lucy Wanjala,lucy.wanjala133@example.com
134,Rose Cheruiyot,rose.cheruiyot134@example.com
135,Terry Wafula,terry.wafula135@example.com
136,Wanjiku Kiptoo,wanjiku.kiptoo136@example.com
137,Kevin Muthoni,kevin.muthoni137@example.com
138,Irene Mugambi,irene.mugambi138@example.com
139,James Otieno,james.otieno139@example.com
140,Amina Wafula,amina.wafula140@example.com
141,Esther Moraa,esther.moraa141@example.com
142,Victor Muthoni,victor.muthoni142@example.com
143,Wanjiku Wanjala,wanjiku.wanjala143@example.com
144,Victor Odhiambo,victor.odhiambo144@example.com
145,Amina Kariuki,amina.kariuki145@example.com
146,Zachary Maina,zachary.maina146@example.com
147,Cynthia Kariuki,cynthia.kariuki147@example.com
148,Kevin Omondi,kevin.omondi148@example.com
149,Wanjiku Otieno,wanjiku.otieno149@example.com
150,Queenter Omondi,queenter.omondi150@example.com
151,Harun Wanjala,harun.wanjala151@example.com
152,Kevin Wanjala,kevin.wanjala152@example.com
153,Yvonne Wambui,yvonne.wambui153@example.com
154,Rose Cheruiyot,rose.cheruiyot154@example.com
155,Irene Maina,irene.maina155@example.com
156,David Moraa,david.moraa156@example.com
157,Irene Moraa,irene.moraa157@example.com
158,Oscar Njeri,oscar.njeri158@example.com
159,Wanjiku Njoroge,wanjiku.njoroge159@example.com
160,Cynthia Cheruiyot,cynthia.cheruiyot160@example.com
161,Yvonne Kamau,yvonne.kamau161@example.com
162,Wanjiku Achieng,wanjiku.achieng162@example.com
163,Lucy Muli,lucy.muli163@example.com
164,Zachary Wambui,zachary.wambui164@example.com
165,Naomi Mwangi,naomi.mwangi165@example.com
166,Brian Wambui,brian.wambui166@example.com
167,Lucy Muli,lucy.muli167@example.com
168,George Kamau,george.kamau168@example.com
169,Esther Mwangi,esther.mwangi169@example.com
170,Harun Omondi,harun.omondi170@example.com
171,Mary Muli,mary.muli171@example.com
172,Irene Kiptoo,irene.kiptoo172@example.com
173,Naomi Moraa,naomi.moraa173@example.com
174,Samuel Cheruiyot,samuel.cheruiyot174@example.com
175,George Mutiso,george.mutiso175@example.com
176,Rose Wafula,rose.wafula176@example.com
177,Peter Njoroge,peter.njoroge177@example.com
178,Samuel Achieng,samuel.achieng178@example.com
179,Kevin Mwangi,kevin.mwangi179@example.com
180,Brian Otieno,brian.otieno180@example.com
181,Lucy Achieng,lucy.achieng181@example.com
182,Yvonne Kariuki,yvonne.kariuki182@example.com
183,Wanjiku Otieno,wanjiku.otieno183@example.com
184,Peter Mutiso,peter.mutiso184@example.com
185,Amina Wambui,amina.wambui185@example.com
186,Kevin Muli,kevin.muli186@example.com
187,Kevin Otieno,kevin.otieno187@example.com
188,Lucy Otieno,lucy.otieno188@example.com
189,Zachary Maina,zachary.maina189@example.com
190,Rose Wafula,rose.wafula190@example.com
191,Samuel Mutiso,samuel.mutiso191@example.com
192,Zachary Njoroge,zachary.njoroge192@example.com
193,James Mwangi,james.mwangi193@example.com
194,Wanjiku Mwangi,wanjiku.mwangi194@example.com
195,Mary Omondi,mary.omondi195@example.com
196,Naomi Moraa,naomi.moraa196@example.com
197,Queenter Mugambi,queenter.mugambi197@example.com
198,Oscar Wambui,oscar.wambui198@example.com
199,Rose Omondi,rose.omondi199@example.com
200,Wanjiku Kamau,wanjiku.kamau200@example.com
201,Zachary Kamau,zachary.kamau201@example.com
202,Oscar Omondi,oscar.omondi202@example.com
203,Yvonne Otieno,yvonne.otieno203@example.com
204,George Wanjala,george.wanjala204@example.com
205,Mary Wanjala,mary.wanjala205@example.com
206,Samuel Muli,samuel.muli206@example.com
207,Zachary Muli,zachary.muli207@example.com
208,Lucy Muthoni,lucy.muthoni208@example.com
209,Cynthia Odhiambo,cynthia.odhiambo209@example.com
210,Kevin Cheruiyot,kevin.cheruiyot210@example.com
211,Naomi Cheruiyot,naomi.cheruiyot211@example.com
212,Faith Mwangi,faith.mwangi212@example.com
213,Irene Maina,irene.maina213@example.com
214,Faith Wanjala,faith.wanjala214@example.com
215,Queenter Kariuki,queenter.kariuki215@example.com
216,Oscar Kariuki,oscar.kariuki216@example.com
217,Amina Kariuki,amina.kariuki217@example.com
218,Oscar Njeri,oscar.njeri218@example.com
219,Samuel Odhiambo,samuel.odhiambo219@example.com
220,Lucy Omondi,lucy.omondi220@example.com
221,Harun Mwangi,harun.mwangi221@example.com
222,Faith Otieno,faith.otieno222@example.com
223,Queenter Wafula,queenter.wafula223@example.com
224,George Kamau,george.kamau224@example.com
225,Cynthia Mwangi,cynthia.mwangi225@example.com
226,Samuel Kariuki,samuel.kariuki226@example.com
227,Zachary Achieng,zachary.achieng227@example.com
228,Lucy Kamau,lucy.kamau228@example.com
229,Victor Mutiso,victor.mutiso229@example.com
230,George Mutiso,george.mutiso230@example.com
231,Peter Wafula,peter.wafula231@example.com
232,Zachary Kariuki,zachary.kariuki232@example.com
233,Esther Kamau,esther.kamau233@example.com
234,Zachary Mutiso,zachary.mutiso234@example.com
235,Samuel Muthoni,samuel.muthoni235@example.com
236,Yvonne Moraa,yvonne.moraa236@example.com
237,Rose Njeri,rose.njeri237@example.com
238,Mary Wambui,mary.wambui238@example.com
239,Naomi Njeri,naomi.njeri239@example.com
240,Mary Mugambi,mary.mugambi240@example.com
241,Amina Njeri,amina.njeri241@example.com
242,Rose Njeri,rose.njeri242@example.com
243,David Njeri,david.njeri243@example.com
244,Terry Njoroge,terry.njoroge244@example.com
245,Cynthia Wambui,cynthia.wambui245@example.com
246,Peter Achieng,peter.achieng246@example.com
247,Irene Moraa,irene.moraa247@example.com
248,Samuel Njeri,samuel.njeri248@example.com
249,Naomi Njeri,naomi.njeri249@example.com
250,Esther Achieng,esther.achieng250@example.com
251,Esther Odhiambo,esther.odhiambo251@example.com
252,James Muthoni,james.muthoni252@example.com
253,Rose Wanjala,rose.wanjala253@example.com
254,Oscar Kariuki,oscar.kariuki254@example.com
255,Peter Wanjala,peter.wanjala255@example.com
256,Mary Odhiambo,mary.odhiambo256@example.com
257,Kevin Njeri,kevin.njeri257@example.com
258,Lucy Muthoni,lucy.muthoni258@example.com
259,Irene Omondi,irene.omondi259@example.com
260,Irene Mwangi,irene.mwangi260@example.com
261,Victor Wambui,victor.wambui261@example.com
262,Brian Njoroge,brian.njoroge262@example.com
263,Kevin Odhiambo,kevin.odhiambo263@example.com
264,Esther Muthoni,esther.muthoni264@example.com
265,Victor Kamau,victor.kamau265@example.com
266,Faith Moraa,faith.moraa266@example.com
267,Samuel Kamau,samuel.kamau267@example.com
268,Queenter Wanjala,queenter.wanjala268@example.com
269,George Cheruiyot,george.cheruiyot269@example.com
270,Lucy Njoroge,lucy.njoroge270@example.com
271,Brian Omondi,brian.omondi271@example.com
272,Victor Moraa,victor.moraa272@example.com
273,Victor Kamau,victor.kamau273@example.com
274,Zachary Omondi,zachary.omondi274@example.com
275,Peter Njoroge,peter.njoroge275@example.com
276,Harun Odhiambo,harun.odhiambo276@example.com
277,Wanjiku Muthoni,wanjiku.muthoni277@example.com
278,Peter Moraa,peter.moraa278@example.com
279,James Wafula,james.wafula279@example.com
280,David Kamau,david.kamau280@example.com
281,Esther Njoroge,esther.njoroge281@example.com
282,Rose Muthoni,rose.muthoni282@example.com
283,Brian Omondi,brian.omondi283@example.com
284,Oscar Kiptoo,oscar.kiptoo284@example.com
285,Oscar Mwangi,oscar.mwangi285@example.com
286,David Wambui,david.wambui286@example.com
287,Cynthia Wafula,cynthia.wafula287@example.com
288,Wanjiku Wafula,wanjiku.wafula288@example.com
289,David Kiptoo,david.kiptoo289@example.com
290,Naomi Otieno,naomi.otieno290@example.com
291,Yvonne Maina,yvonne.maina291@example.com
292,Victor Omondi,victor.omondi292@example.com
293,Kevin Muli,kevin.muli293@example.com
294,Peter Muthoni,peter.muthoni294@example.com
295,Wanjiku Mugambi,wanjiku.mugambi295@example.com
296,Irene Otieno,irene.otieno296@example.com
297,Kevin Wafula,kevin.wafula297@example.com
298,Wanjiku Achieng,wanjiku.achieng298@example.com
299,Irene Moraa,irene.moraa299@example.com
300,Rose Wafula,rose.wafula300@example.com
301,Mary Wambui,mary.wambui301@example.com
302,Brian Wafula,brian.wafula302@example.com
303,Lucy Kiptoo,lucy.kiptoo303@example.com
304,Naomi Njoroge,naomi.njoroge304@example.com
305,Zachary Omondi,zachary.omondi305@example.com
306,George Mwangi,george.mwangi306@example.com
307,Esther Wambui,esther.wambui307@example.com
308,Samuel Kamau,samuel.kamau308@example.com
309,Faith Achieng,faith.achieng309@example.com
310,Kevin Cheruiyot,kevin.cheruiyot310@example.com
311,Rose Kiptoo,rose.kiptoo311@example.com
312,Faith Njoroge,faith.njoroge312@example.com
313,Terry Kiptoo,terry.kiptoo313@example.com
314,George Njoroge,george.njoroge314@example.com
315,David Cheruiyot,david.cheruiyot315@example.com
316,Yvonne Wanjala,yvonne.wanjala316@example.com
317,Cynthia Muthoni,cynthia.muthoni317@example.com
318,Amina Njoroge,amina.njoroge318@example.com
319,Yvonne Kamau,yvonne.kamau319@example.com
320,Terry Moraa,terry.moraa320@example.com
321,Yvonne Njeri,yvonne.njeri321@example.com
322,Zachary Omondi,zachary.omondi322@example.com
323,Harun Omondi,harun.omondi323@example.com
324,Samuel Njoroge,samuel.njoroge324@example.com
325,Victor Odhiambo,victor.odhiambo325@example.com
326,Mary Omondi,mary.omondi326@example.com
327,Zachary Kiptoo,zachary.kiptoo327@example.com
328,Yvonne Mutiso,yvonne.mutiso328@example.com
329,Mary Njeri,mary.njeri329@example.com
330,Irene Achieng,irene.achieng330@example.com
331,James Achieng,james.achieng331@example.com
332,Faith Achieng,faith.achieng332@example.com
333,Faith Kariuki,faith.kariuki333@example.com
334,Terry Muli,terry.muli334@example.com
335,Irene Wanjala,irene.wanjala335@example.com
336,Queenter Mwangi,queenter.mwangi336@example.com
337,Kevin Kiptoo,kevin.kiptoo337@example.com
338,Peter Muli,peter.muli338@example.com
339,Mary Muli,mary.muli339@example.com
340,Samuel Wafula,samuel.wafula340@example.com
341,Peter Kiptoo,peter.kiptoo341@example.com
342,Irene Muli,irene.muli342@example.com
343,Oscar Kariuki,oscar.kariuki343@example.com
344,Zachary Maina,zachary.maina344@example.com
345,David Mutiso,david.mutiso345@example.com
346,David Otieno,david.otieno346@example.com
347,George Achieng,george.achieng347@example.com
348,Victor Wanjala,victor.wanjala348@example.com
349,Peter Maina,peter.maina349@example.com
350,Terry Otieno,terry.otieno350@example.com
